Year,Sport,Country,Medal Rank,Medal
1992,Cross-Country Skiing,Finland,2,silver
1992,Cross-Country Skiing,Unified Team,3,bronze
1992,Cross-Country Skiing,Italy,1,gold
1992,Cross-Country Skiing,Unified Team,2,silver
1992,Cross-Country Skiing,Unified Team,3,bronze
1992,Cross-Country Skiing,Unified Team,1,gold
1992,Cross-Country Skiing,Italy,2,silver
1992,Cross-Country Skiing,Unified Team,3,bronze
1992,Cross-Country Skiing,Unified Team,1,gold
1992,Cross-Country Skiing,Norway,2,silver
1992,Cross-Country Skiing,Italy,3,bronze
1992,Figure Skating,Unified Team,1,gold
1992,Figure Skating,United States,2,silver
1992,Figure Skating,Czechoslovakia,3,bronze
1992,Figure Skating,Unified Team,1,gold
1992,Figure Skating,Unified Team,2,silver
1992,Figure Skating,Canada,3,bronze
1992,Figure Skating,Unified Team,1,gold
1992,Figure Skating,France,2,silver
1992,Figure Skating,Unified Team,3,bronze
1992,Figure Skating,United States,1,gold
1992,Figure Skating,Japan,2,silver
1992,Figure Skating,United States,3,bronze
1992,Freestyle Skiing,France,1,gold
1992,Freestyle Skiing,France,2,silver
1992,Freestyle Skiing,United States,3,bronze
1992,Freestyle Skiing,United States,1,gold
1992,Freestyle Skiing,Unified Team,2,silver
1992,Freestyle Skiing,Norway,3,bronze
1992,Ice Hockey,Unified Team,1,gold
1992,Ice Hockey,Canada,2,silver
1992,Ice Hockey,Czechoslovakia,3,bronze
1992,Luge,Germany,1,gold
1992,Luge,Austria,2,silver
1992,Luge,Austria,3,bronze
1992,Luge,Germany,1,gold
1992,Luge,Germany,2,silver
1992,Luge,Italy,3,bronze
1992,Luge,Austria,1,gold
1992,Luge,Austria,2,silver
1992,Luge,Germany,3,bronze
1992,Nordic Combined,Japan,1,gold
1992,Nordic Combined,Norway,2,silver
1992,Nordic Combined,Austria,3,bronze
1992,Nordic Combined,France,1,gold
1992,Nordic Combined,France,2,silver
1992,Nordic Combined,Austria,3,bronze
1992,Short-Track Speedskating,South Korea,1,gold
1992,Short-Track Speedskating,Canada,2,silver
1992,Short-Track Speedskating,South Korea,3,bronze
1992,Short-Track Speedskating,South Korea,1,gold
1992,Short-Track Speedskating,Canada,2,silver
1992,Short-Track Speedskating,Japan,3,bronze
1992,Short-Track Speedskating,United States,1,gold
1992,Short-Track Speedskating,China,2,silver
1992,Short-Track Speedskating,North Korea,3,bronze
1992,Short-Track Speedskating,Canada,1,gold
1992,Short-Track Speedskating,United States,2,silver
1992,Short-Track Speedskating,Unified Team,3,bronze
1992,Ski Jumping,Austria,1,gold
1992,Ski Jumping,Austria,2,silver
1992,Ski Jumping,Finland,3,bronze
1992,Ski Jumping,Finland,1,gold
1992,Ski Jumping,Austria,2,silver
1992,Ski Jumping,Austria,3,bronze
1992,Ski Jumping,Finland,1,gold
1992,Ski Jumping,Austria,2,silver
1992,Ski Jumping,Czechoslovakia,3,bronze
1992,Speedskating,Germany,1,gold
1992,Speedskating,Japan,2,silver
1992,Speedskating,Japan,3,bronze
1992,Speedskating,Germany,1,gold
1992,Speedskating,South Korea,2,silver
1992,Speedskating,Japan,3,bronze
1992,Speedskating,Norway,1,gold
1992,Speedskating,Norway,2,silver
1992,Speedskating,Netherlands,3,bronze
1992,Speedskating,Norway,1,gold
1992,Speedskating,Netherlands,2,silver
1992,Speedskating,Netherlands,3,bronze
1992,Speedskating,Netherlands,1,gold
1992,Speedskating,Norway,2,silver
1992,Speedskating,Norway,3,bronze
1992,Speedskating,United States,1,gold
1992,Speedskating,China,2,silver
1992,Speedskating,Germany,3,bronze
1992,Speedskating,United States,1,gold
1992,Speedskating,China,2,silver
1992,Speedskating,Germany,3,bronze
1992,Speedskating,Germany,1,gold
1992,Speedskating,Germany,2,silver
1992,Speedskating,Japan,3,bronze
1992,Speedskating,Germany,1,gold
1992,Speedskating,Germany,2,silver
1992,Speedskating,Austria,3,bronze
1992,Speedskating,Germany,1,gold
1992,Speedskating,Germany,2,silver
1992,Speedskating,Germany,3,bronze
1994,Alpine Skiing,United States,1,gold
1994,Alpine Skiing,Norway,2,silver
1994,Alpine Skiing,Canada,3,bronze
1994,Alpine Skiing,Germany,1,gold
1994,Alpine Skiing,United States,2,silver
1994,Alpine Skiing,Norway,3,bronze
1994,Alpine Skiing,Germany,1,gold
1994,Alpine Skiing,Switzerland,2,silver
1994,Alpine Skiing,Austria,3,bronze
1994,Alpine Skiing,Austria,1,gold
1994,Alpine Skiing,Italy,2,silver
1994,Alpine Skiing,Slovenia,3,bronze
1994,Alpine Skiing,Norway,1,gold
1994,Alpine Skiing,Norway,2,silver
1994,Alpine Skiing,Norway,3,bronze
1994,Alpine Skiing,Germany,1,gold
1994,Alpine Skiing,United States,2,silver
1994,Alpine Skiing,Italy,3,bronze
1994,Alpine Skiing,United States,1,gold
1994,Alpine Skiing,Russia,2,silver
1994,Alpine Skiing,Italy,3,bronze
1994,Alpine Skiing,Italy,1,gold
1994,Alpine Skiing,Germany,2,silver
1994,Alpine Skiing,Switzerland,3,bronze
1994,Alpine Skiing,Switzerland,1,gold
1994,Alpine Skiing,Austria,2,silver
1994,Alpine Skiing,Slovenia,3,bronze
1994,Alpine Skiing,Sweden,1,gold
1994,Alpine Skiing,Switzerland,2,silver
1994,Alpine Skiing,Slovenia,3,bronze
1994,Biathlon,Russia,1,gold
1994,Biathlon,Germany,2,silver
1994,Biathlon,Russia,3,bronze
1994,Biathlon,Russia,1,gold
1994,Biathlon,Germany,2,silver
1994,Biathlon,Germany,3,bronze
1994,Biathlon,Germany,1,gold
1994,Biathlon,Russia,2,silver
1994,Biathlon,France,3,bronze
1994,Biathlon,Canada,1,gold
1994,Biathlon,Belarus,2,silver
1994,Biathlon,Ukraine,3,bronze
1994,Biathlon,Canada,1,gold
1994,Biathlon,France,2,silver
1994,Biathlon,Germany,3,bronze
1994,Biathlon,Russia,1,gold
1994,Biathlon,Germany,2,silver
1994,Biathlon,France,3,bronze
1994,Bobsled,Switzerland,1,gold
1994,Bobsled,Switzerland,2,silver
1994,Bobsled,Italy,3,bronze
1994,Bobsled,Germany,1,gold
1994,Bobsled,Switzerland,2,silver
1994,Bobsled,Germany,3,bronze
1994,Cross-Country Skiing,Norway,1,gold
1994,Cross-Country Skiing,Kazakhstan,2,silver
1994,Cross-Country Skiing,Italy,3,bronze
1994,Cross-Country Skiing,Norway,1,gold
1994,Cross-Country Skiing,Norway,2,silver
1994,Cross-Country Skiing,Finland,3,bronze
1994,Cross-Country Skiing,Kazakhstan,1,gold
1994,Cross-Country Skiing,Finland,2,silver
1994,Cross-Country Skiing,Norway,3,bronze
1994,Cross-Country Skiing,Norway,1,gold
1994,Cross-Country Skiing,Kazakhstan,2,silver
1994,Cross-Country Skiing,Italy,3,bronze
1994,Cross-Country Skiing,Italy,1,gold
1994,Cross-Country Skiing,Norway,2,silver
1994,Cross-Country Skiing,Finland,3,bronze
1994,Cross-Country Skiing,Russia,1,gold
1994,Cross-Country Skiing,Italy,2,silver
1994,Cross-Country Skiing,Finland,3,bronze
1994,Cross-Country Skiing,Italy,1,gold
1994,Cross-Country Skiing,Russia,2,silver
1994,Cross-Country Skiing,Russia,3,bronze
1994,Cross-Country Skiing,Italy,1,gold
1994,Cross-Country Skiing,Norway,2,silver
1994,Cross-Country Skiing,Finland,3,bronze
1994,Cross-Country Skiing,Russia,1,gold
1994,Cross-Country Skiing,Italy,2,silver
1994,Cross-Country Skiing,Italy,3,bronze
1994,Cross-Country Skiing,Russia,1,gold
1994,Cross-Country Skiing,Norway,2,silver
1994,Cross-Country Skiing,Italy,3,bronze
1994,Figure Skating,Russia,1,gold
1994,Figure Skating,Canada,2,silver
1994,Figure Skating,France,3,bronze
1994,Figure Skating,Russia,1,gold
1994,Figure Skating,Russia,2,silver
1994,Figure Skating,Canada,3,bronze
1994,Figure Skating,Russia,1,gold
1994,Figure Skating,Russia,2,silver
1994,Figure Skating,Britain,3,bronze
1994,Figure Skating,Ukraine,1,gold
1994,Figure Skating,United States,2,silver
1994,Figure Skating,China,3,bronze
1994,Freestyle Skiing,Canada,1,gold
1994,Freestyle Skiing,Russia,2,silver
1994,Freestyle Skiing,France,3,bronze
1994,Freestyle Skiing,Switzerland,1,gold
1994,Freestyle Skiing,Canada,2,silver
1994,Freestyle Skiing,Canada,3,bronze
1994,Freestyle Skiing,Norway,1,gold
1994,Freestyle Skiing,United States,2,silver
1994,Freestyle Skiing,Russia,3,bronze
1994,Freestyle Skiing,Uzbekistan,1,gold
1994,Freestyle Skiing,Sweden,2,silver
1994,Freestyle Skiing,Norway,3,bronze
1994,Ice Hockey,Sweden,1,gold
1994,Ice Hockey,Canada,2,silver
1994,Ice Hockey,Finland,3,bronze
1994,Luge,Germany,1,gold
1994,Luge,Austria,2,silver
1994,Luge,Italy,3,bronze
1994,Luge,Italy,1,gold
1994,Luge,Italy,2,silver
1994,Luge,Germany,3,bronze
1994,Luge,Italy,1,gold
1994,Luge,Germany,2,silver
1994,Luge,Austria,3,bronze
1994,Nordic Combined,Japan,1,gold
1994,Nordic Combined,Norway,2,silver
1994,Nordic Combined,Switzerland,3,bronze
1994,Nordic Combined,Norway,1,gold
1994,Nordic Combined,Japan,2,silver
1994,Nordic Combined,Norway,3,bronze
1994,Short-Track Speedskating,South Korea,1,gold
1994,Short-Track Speedskating,Italy,2,silver
1994,Short-Track Speedskating,Britain,3,bronze
1994,Short-Track Speedskating,South Korea,1,gold
1994,Short-Track Speedskating,South Korea,2,silver
1994,Short-Track Speedskating,Canada,3,bronze
1994,Short-Track Speedskating,Italy,1,gold
1994,Short-Track Speedskating,United States,2,silver
1994,Short-Track Speedskating,Australia,3,bronze
1994,Short-Track Speedskating,United States,1,gold
1994,Short-Track Speedskating,China,2,silver
1994,Short-Track Speedskating,United States,3,bronze
1994,Short-Track Speedskating,South Korea,1,gold
1994,Short-Track Speedskating,Canada,2,silver
1994,Short-Track Speedskating,South Korea,3,bronze
1994,Short-Track Speedskating,South Korea,1,gold
1994,Short-Track Speedskating,Canada,2,silver
1994,Short-Track Speedskating,United States,3,bronze
1994,Ski Jumping,Norway,1,gold
1994,Ski Jumping,Norway,2,silver
1994,Ski Jumping,Germany,3,bronze
1994,Ski Jumping,Germany,1,gold
1994,Ski Jumping,Norway,2,silver
1994,Ski Jumping,Austria,3,bronze
1994,Ski Jumping,Germany,1,gold
1994,Ski Jumping,Japan,2,silver
1994,Ski Jumping,Austria,3,bronze
1994,Speedskating,Russia,1,gold
1994,Speedskating,Russia,2,silver
1994,Speedskating,Japan,3,bronze
1994,Speedskating,United States,1,gold
1994,Speedskating,Belarus,2,silver
1994,Speedskating,Russia,3,bronze
1994,Speedskating,Norway,1,gold
1994,Speedskating,Netherlands,2,silver
1994,Speedskating,Netherlands,3,bronze
1994,Speedskating,Norway,1,gold
1994,Speedskating,Norway,2,silver
1994,Speedskating,Netherlands,3,bronze
1994,Speedskating,Norway,1,gold
1994,Speedskating,Norway,2,silver
1994,Speedskating,Netherlands,3,bronze
1994,Speedskating,United States,1,gold
1994,Speedskating,Canada,2,silver
1994,Speedskating,Germany,3,bronze
1994,Speedskating,United States,1,gold
1994,Speedskating,Germany,2,silver
1994,Speedskating,China,3,bronze
1994,Speedskating,Austria,1,gold
1994,Speedskating,Russia,2,silver
1994,Speedskating,Germany,3,bronze
1994,Speedskating,Russia,1,gold
1994,Speedskating,Austria,2,silver
1994,Speedskating,Germany,3,bronze
1994,Speedskating,Germany,1,gold
1994,Speedskating,Germany,2,silver
1994,Speedskating,Japan,3,bronze
1998,Alpine Skiing,France,1,gold
1998,Alpine Skiing,Norway,2,silver
1998,Alpine Skiing,Austria,3,bronze
1998,Alpine Skiing,Austria,1,gold
1998,Alpine Skiing,Switzerland,2,silver
1998,Alpine Skiing,Austria,2,silver
1998,Alpine Skiing,Austria,1,gold
1998,Alpine Skiing,Austria,2,silver
1998,Alpine Skiing,Switzerland,3,bronze
1998,Alpine Skiing,Norway,1,gold
1998,Alpine Skiing,Norway,2,silver
1998,Alpine Skiing,Austria,3,bronze
1998,Alpine Skiing,Austria,1,gold
1998,Alpine Skiing,Norway,2,silver
1998,Alpine Skiing,Austria,3,bronze
1998,Alpine Skiing,Germany,1,gold
1998,Alpine Skiing,Sweden,2,silver
1998,Alpine Skiing,France,3,bronze
1998,Alpine Skiing,United States,1,gold
1998,Alpine Skiing,Austria,2,silver
1998,Alpine Skiing,Austria,3,bronze
1998,Alpine Skiing,Italy,1,gold
1998,Alpine Skiing,Austria,2,silver
1998,Alpine Skiing,Germany,3,bronze
1998,Alpine Skiing,Germany,1,gold
1998,Alpine Skiing,Italy,2,silver
1998,Alpine Skiing,Australia,3,bronze
1998,Alpine Skiing,Germany,1,gold
1998,Alpine Skiing,Germany,2,silver
1998,Alpine Skiing,Germany,3,bronze
1998,Biathlon,Norway,1,gold
1998,Biathlon,Norway,2,silver
1998,Biathlon,Finland,3,bronze
1998,Biathlon,Norway,1,gold
1998,Biathlon,Italy,2,silver
1998,Biathlon,Belarus,3,bronze
1998,Biathlon,Germany,1,gold
1998,Biathlon,Norway,2,silver
1998,Biathlon,Russia,3,bronze
1998,Biathlon,Russia,1,gold
1998,Biathlon,Germany,2,silver
1998,Biathlon,Germany,3,bronze
1998,Biathlon,Bulgaria,1,gold
1998,Biathlon,Ukraine,2,silver
1998,Biathlon,Germany,3,bronze
1998,Biathlon,Germany,1,gold
1998,Biathlon,Russia,2,silver
1998,Biathlon,Norway,3,bronze
1998,Bobsled,Italy,1,gold
1998,Bobsled,Canada,1,gold
1998,Bobsled,Germany,3,bronze
1998,Bobsled,Germany,1,gold
1998,Bobsled,Switzerland,2,silver
1998,Bobsled,Britain,3,bronze
1998,Bobsled,France,3,bronze
1998,Cross-Country Skiing,Norway,1,gold
1998,Cross-Country Skiing,Austria,2,silver
1998,Cross-Country Skiing,Finland,3,bronze
1998,Cross-Country Skiing,Finland,1,gold
1998,Cross-Country Skiing,Norway,2,silver
1998,Cross-Country Skiing,Italy,3,bronze
1998,Cross-Country Skiing,Norway,1,gold
1998,Cross-Country Skiing,Sweden,2,silver
1998,Cross-Country Skiing,Austria,3,bronze
1998,Cross-Country Skiing,Norway,1,gold
1998,Cross-Country Skiing,Norway,2,silver
1998,Cross-Country Skiing,Kazakhstan,3,bronze
1998,Cross-Country Skiing,Norway,1,gold
1998,Cross-Country Skiing,Italy,2,silver
1998,Cross-Country Skiing,Finland,3,bronze
1998,Cross-Country Skiing,Russia,1,gold
1998,Cross-Country Skiing,Czech Republic,2,silver
1998,Cross-Country Skiing,Norway,3,bronze
1998,Cross-Country Skiing,Russia,1,gold
1998,Cross-Country Skiing,Russia,2,silver
1998,Cross-Country Skiing,Norway,3,bronze
1998,Cross-Country Skiing,Russia,1,gold
1998,Cross-Country Skiing,Italy,2,silver
1998,Cross-Country Skiing,Russia,3,bronze
1998,Cross-Country Skiing,Russia,1,gold
1998,Cross-Country Skiing,Russia,2,silver
1998,Cross-Country Skiing,Czech Republic,3,bronze
1998,Cross-Country Skiing,Russia,1,gold
1998,Cross-Country Skiing,Norway,2,silver
1998,Cross-Country Skiing,Italy,3,bronze
1998,Curling,Switzerland,1,gold
1998,Curling,Canada,2,silver
1998,Curling,Norway,3,bronze
1998,Curling,Canada,1,gold
1998,Curling,Denmark,2,silver
1998,Curling,Sweden,3,bronze
1998,Figure Skating,Russia,1,gold
1998,Figure Skating,Canada,2,silver
1998,Figure Skating,France,3,bronze
1998,Figure Skating,Russia,1,gold
1998,Figure Skating,Russia,2,silver
1998,Figure Skating,Germany,3,bronze
1998,Figure Skating,Russia,1,gold
1998,Figure Skating,Russia,2,silver
1998,Figure Skating,France,3,bronze
1998,Figure Skating,United States,1,gold
1998,Figure Skating,United States,2,silver
1998,Figure Skating,China,3,bronze
1998,Freestyle Skiing,United States,1,gold
1998,Freestyle Skiing,Finland,2,silver
1998,Freestyle Skiing,Finland,3,bronze
1998,Freestyle Skiing,United States,1,gold
1998,Freestyle Skiing,France,2,silver
1998,Freestyle Skiing,Belarus,3,bronze
1998,Freestyle Skiing,Japan,1,gold
1998,Freestyle Skiing,Germany,2,silver
1998,Freestyle Skiing,Norway,3,bronze
1998,Freestyle Skiing,United States,1,gold
1998,Freestyle Skiing,China,2,silver
1998,Freestyle Skiing,Switzerland,3,bronze
1998,Ice Hockey,Czech Republic,1,gold
1998,Ice Hockey,Russia,2,silver
1998,Ice Hockey,Finland,3,bronze
1998,Ice Hockey,United States,1,gold
1998,Ice Hockey,Canada,2,silver
1998,Ice Hockey,Finland,3,bronze
1998,Luge,Germany,1,gold
1998,Luge,Italy,2,silver
1998,Luge,Germany,3,bronze
1998,Luge,Germany,1,gold
1998,Luge,United States,2,silver
1998,Luge,United States,3,bronze
1998,Luge,Germany,1,gold
1998,Luge,Germany,2,silver
1998,Luge,Austria,3,bronze
1998,Nordic Combined,Norway,1,gold
1998,Nordic Combined,Finland,2,silver
1998,Nordic Combined,France,3,bronze
1998,Nordic Combined,Norway,1,gold
1998,Nordic Combined,Finland,2,silver
1998,Nordic Combined,Russia,3,bronze
1998,Short-Track Speedskating,Japan,1,gold
1998,Short-Track Speedskating,China,2,silver
1998,Short-Track Speedskating,Japan,3,bronze
1998,Short-Track Speedskating,South Korea,1,gold
1998,Short-Track Speedskating,China,2,silver
1998,Short-Track Speedskating,Canada,3,bronze
1998,Short-Track Speedskating,Canada,1,gold
1998,Short-Track Speedskating,South Korea,2,silver
1998,Short-Track Speedskating,China,3,bronze
1998,Short-Track Speedskating,Canada,1,gold
1998,Short-Track Speedskating,China,2,silver
1998,Short-Track Speedskating,South Korea,3,bronze
1998,Short-Track Speedskating,South Korea,1,gold
1998,Short-Track Speedskating,China,2,silver
1998,Short-Track Speedskating,South Korea,3,bronze
1998,Short-Track Speedskating,South Korea,1,gold
1998,Short-Track Speedskating,China,2,silver
1998,Short-Track Speedskating,Canada,3,bronze
1998,Ski Jumping,Finland,1,gold
1998,Ski Jumping,Japan,2,silver
1998,Ski Jumping,Austria,3,bronze
1998,Ski Jumping,Japan,1,gold
1998,Ski Jumping,Finland,2,silver
1998,Ski Jumping,Japan,3,bronze
1998,Ski Jumping,Japan,1,gold
1998,Ski Jumping,Germany,2,silver
1998,Ski Jumping,Austria,3,bronze
1998,Snowboarding,Canada,1,gold
1998,Snowboarding,Italy,2,silver
1998,Snowboarding,Switzerland,3,bronze
1998,Snowboarding,Switzerland,1,gold
1998,Snowboarding,Norway,2,silver
1998,Snowboarding,United States,3,bronze
1998,Snowboarding,France,1,gold
1998,Snowboarding,Germany,2,silver
1998,Snowboarding,Austria,3,bronze
1998,Snowboarding,Germany,1,gold
1998,Snowboarding,Norway,2,silver
1998,Snowboarding,United States,3,bronze
1998,Speedskating,Japan,1,gold
1998,Speedskating,Canada,2,silver
1998,Speedskating,Canada,3,bronze
1998,Speedskating,Netherlands,1,gold
1998,Speedskating,Netherlands,2,silver
1998,Speedskating,Japan,3,bronze
1998,Speedskating,Norway,1,gold
1998,Speedskating,Netherlands,2,silver
1998,Speedskating,Netherlands,3,bronze
